Stkcd,Indnme,Nindnme,Nnindnme,enNindnme
603042,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603043,工业,食品制造业,食品制造业,Food manufacturing industry
603045,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603048,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603050,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603053,工业,煤气生产和供应业,燃气生产和供应业,Gas production and supply industry
603055,工业,纺织业,纺织业,Textile industry
603056,公用事业,邮政服务业,邮政业,Postal service industry
603058,工业,印刷业,印刷和记录媒介复制业,Printing industry
603059,工业,其他制造业,其他制造业,Other manufacturing industries
603060,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
603063,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603066,公用事业,仓储业,仓储业,Warehousing industry
603067,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603068,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603069,公用事业,公路运输业,道路运输业,Highway transport industry
603070,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603071,商业,批发和零售贸易,批发业,Wholesale and retail trade
603076,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603077,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603078,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603079,工业,食品制造业,食品制造业,Food manufacturing industry
603080,工业,煤气生产和供应业,燃气生产和供应业,Gas production and supply industry
603081,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603083,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603085,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603086,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603087,工业,医药制造业,医药制造业,Pharmaceutical industry
603088,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603089,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603090,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603093,金融,证券、期货业,资本市场服务,Securities and futures industry
603095,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603096,公用事业,出版业,新闻和出版业,Publishing
603098,综合,装修装饰业,建筑装饰和其他建筑业,Buildings completing
603099,公用事业,公共设施服务业,公共设施管理业,Public facilities service
603100,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
603101,商业,零售业,零售业,Retail industry
603102,工业,食品制造业,食品制造业,Food manufacturing industry
603103,公用事业,广播电影电视业,广播、电视、电影和影视录音制作业,"Radio, film and television"
603105,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603106,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603108,商业,批发和零售贸易,批发业,Wholesale and retail trade
603109,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603110,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603111,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
603112,工业,金属制品业,金属制品业,Metal product industry
603113,工业,石油加工及炼焦业,石油加工、炼焦及核燃料加工业,Petroleum processing and coking industry
603115,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603116,工业,皮革、毛皮、羽绒及制品制造业,皮革、毛皮、羽毛及其制品和制鞋业,"Manufacturing of leather, fur, eiderdown and products"
603117,公用事业,其他社会服务业,商务服务业,Other social services
603118,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603121,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603122,商业,批发和零售贸易,批发业,Wholesale and retail trade
603123,商业,零售业,零售业,Retail industry
603126,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
603127,公用事业,专业、科研服务业,研究和试验发展,Professional and scientific research services
603128,公用事业,交通运输辅助业,装卸搬运和运输代理业,Traffic and transportation auxiliary industry
603129,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
603131,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603132,工业,有色金属矿采选业,有色金属矿采选业,Non-ferrous metals mining and dressing
603133,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603136,公用事业,公共设施服务业,公共设施管理业,Public facilities service
603138,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
603139,工业,医药制造业,医药制造业,Pharmaceutical industry
603150,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
603155,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603156,工业,饮料制造业,酒、饮料和精制茶制造业,Beverage manufacturing industry
603157,工业,服装及其他纤维制品制造业,纺织服装、服饰业,Manufacturing of clothing and other fiber products
603158,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603159,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603160,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603161,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603165,工业,造纸及纸制品业,造纸及纸制品业,Paper making and paper products industry
603166,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603167,公用事业,水上运输业,水上运输业,Water transport
603168,工业,医药制造业,医药制造业,Pharmaceutical industry
603169,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603171,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
603176,房地产,土木工程建筑业,土木工程建筑业,Civil engineering construction industry
603177,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
603178,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603179,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603180,工业,家具制造业,家具制造业,Furniture manufacturing industry
603181,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603183,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
603185,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603186,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603187,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603188,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603189,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
603192,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603195,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603196,工业,服装及其他纤维制品制造业,纺织服装、服饰业,Manufacturing of clothing and other fiber products
603197,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603198,工业,饮料制造业,酒、饮料和精制茶制造业,Beverage manufacturing industry
603199,公用事业,公共设施服务业,公共设施管理业,Public facilities service
603200,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
603203,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603208,工业,家具制造业,家具制造业,Furniture manufacturing industry
603212,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
603213,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603214,商业,零售业,零售业,Retail industry
603215,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603216,工业,家具制造业,家具制造业,Furniture manufacturing industry
603217,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603218,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603219,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603220,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
603221,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
603222,工业,医药制造业,医药制造业,Pharmaceutical industry
603223,公用事业,公路运输业,道路运输业,Highway transport industry
603225,工业,化学纤维制造业,化学纤维制造业,Chemical fiber manufacturing industry
603226,工业,木材加工及竹、藤、棕、草制品业,木材加工及木、竹、藤、棕、草制品业,"Wood processing and bamboo, rattan, brown, grass products industry"
603227,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603228,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603229,工业,医药制造业,医药制造业,Pharmaceutical industry
603230,公用事业,出版业,新闻和出版业,Publishing
603232,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
603233,商业,零售业,零售业,Retail industry
603236,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603238,工业,纺织业,纺织业,Textile industry
603239,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603256,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
603258,公用事业,计算机应用服务业,互联网和相关服务,Computer application services
603259,公用事业,专业、科研服务业,研究和试验发展,Professional and scientific research services
603260,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603266,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
603267,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603268,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
603269,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603277,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603278,工业,金属制品业,金属制品业,Metal product industry
603279,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603283,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603286,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603288,工业,食品制造业,食品制造业,Food manufacturing industry
603289,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603290,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603297,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
603298,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603299,工业,食品制造业,食品制造业,Food manufacturing industry
603300,公用事业,租赁服务业,租赁业,Leasing service industry
603301,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603303,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603305,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603306,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603308,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603309,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603311,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603313,工业,家具制造业,家具制造业,Furniture manufacturing industry
603315,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603316,房地产,土木工程建筑业,土木工程建筑业,Civil engineering construction industry
603317,工业,食品制造业,食品制造业,Food manufacturing industry
603318,工业,煤气生产和供应业,燃气生产和供应业,Gas production and supply industry
603319,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603320,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603321,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603322,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
603323,金融,银行业,货币金融服务,Banking
603324,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603326,工业,家具制造业,家具制造业,Furniture manufacturing industry
603327,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603328,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603329,公用事业,交通运输辅助业,装卸搬运和运输代理业,Traffic and transportation auxiliary industry
603330,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603331,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603332,工业,化学纤维制造业,化学纤维制造业,Chemical fiber manufacturing industry
603333,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603335,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603336,工业,食品加工业,农副食品加工业,Food processing industry
603337,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603338,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603339,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603345,工业,食品加工业,农副食品加工业,Food processing industry
603348,工业,金属制品业,金属制品业,Metal product industry
603351,工业,医药制造业,医药制造业,Pharmaceutical industry
603353,商业,零售业,零售业,Retail industry
603355,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603356,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603357,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
603358,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603359,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
603360,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603363,工业,食品加工业,农副食品加工业,Food processing industry
603365,工业,纺织业,纺织业,Textile industry
603366,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603367,工业,医药制造业,医药制造业,Pharmaceutical industry
603368,商业,批发和零售贸易,批发业,Wholesale and retail trade
603369,工业,饮料制造业,酒、饮料和精制茶制造业,Beverage manufacturing industry
603377,公用事业,其他社会服务业,教育,Other social services
603378,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603379,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603380,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603383,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
603385,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
603386,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603387,工业,医药制造业,医药制造业,Pharmaceutical industry
603388,房地产,土木工程建筑业,土木工程建筑业,Civil engineering construction industry
603389,工业,家具制造业,家具制造业,Furniture manufacturing industry
603390,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603392,工业,医药制造业,医药制造业,Pharmaceutical industry
603393,工业,煤气生产和供应业,燃气生产和供应业,Gas production and supply industry
603396,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603398,工业,文教体育用品制造业,文教、工美、体育和娱乐用品制造业,"Culture, education and sporting goods manufacturing industry"
603399,工业,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,Smelting and pressing of non-ferrous metals
603408,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
603416,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
603421,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
603429,工业,印刷业,印刷和记录媒介复制业,Printing industry
603439,工业,医药制造业,医药制造业,Pharmaceutical industry
603444,公用事业,计算机应用服务业,互联网和相关服务,Computer application services
603456,工业,医药制造业,医药制造业,Pharmaceutical industry
603458,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
603466,公用事业,艺术业,文化艺术业,Art industry
603477,综合,畜牧业,畜牧业,Animal husbandry
603486,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603488,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603489,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603496,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603499,工业,印刷业,印刷和记录媒介复制业,Printing industry
603500,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
603501,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603505,工业,非金属矿采选业,非金属矿采选业,Non-metallic mining industry
603506,房地产,房地产业,房地产业,Real estate
603507,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603508,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
603511,工业,服装及其他纤维制品制造业,纺织服装、服饰业,Manufacturing of clothing and other fiber products
603515,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603516,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603517,工业,食品加工业,农副食品加工业,Food processing industry
603518,工业,服装及其他纤维制品制造业,纺织服装、服饰业,Manufacturing of clothing and other fiber products
603519,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603520,工业,医药制造业,医药制造业,Pharmaceutical industry
603527,工业,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,Smelting and pressing of non-ferrous metals
603528,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603529,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
603530,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603533,公用事业,计算机应用服务业,互联网和相关服务,Computer application services
603535,公用事业,仓储业,仓储业,Warehousing industry
603536,工业,食品加工业,农副食品加工业,Food processing industry
603538,工业,医药制造业,医药制造业,Pharmaceutical industry
603551,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603555,工业,服装及其他纤维制品制造业,纺织服装、服饰业,Manufacturing of clothing and other fiber products
603556,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
603557,工业,皮革、毛皮、羽绒及制品制造业,皮革、毛皮、羽毛及其制品和制鞋业,"Manufacturing of leather, fur, eiderdown and products"
603558,工业,纺织业,纺织业,Textile industry
603559,公用事业,通信服务业,电信、广播电视和卫星传输服务,Communication service industry
603565,公用事业,水上运输业,水上运输业,Water transport
603566,工业,医药制造业,医药制造业,Pharmaceutical industry
603567,工业,医药制造业,医药制造业,Pharmaceutical industry
603568,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
603569,公用事业,其他社会服务业,商务服务业,Other social services
603577,工业,金属制品业,金属制品业,Metal product industry
603578,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
603579,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603580,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
603583,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603585,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603586,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603587,工业,服装及其他纤维制品制造业,纺织服装、服饰业,Manufacturing of clothing and other fiber products
603588,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
603589,工业,饮料制造业,酒、饮料和精制茶制造业,Beverage manufacturing industry
603590,工业,医药制造业,医药制造业,Pharmaceutical industry
603595,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603596,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603598,公用事业,其他社会服务业,商务服务业,Other social services
603599,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603600,工业,家具制造业,家具制造业,Furniture manufacturing industry
603601,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
603602,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
603603,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
603605,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603606,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603607,工业,造纸及纸制品业,造纸及纸制品业,Paper making and paper products industry
603608,工业,皮革、毛皮、羽绒及制品制造业,皮革、毛皮、羽毛及其制品和制鞋业,"Manufacturing of leather, fur, eiderdown and products"
603609,工业,食品加工业,农副食品加工业,Food processing industry
603610,工业,家具制造业,家具制造业,Furniture manufacturing industry
603611,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603612,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
603613,公用事业,计算机应用服务业,互联网和相关服务,Computer application services
603615,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
603616,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
603617,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603618,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603619,工业,采掘服务业,开采辅助活动,Extractive service industry
603626,工业,金属制品业,金属制品业,Metal product industry
603628,工业,其他制造业,其他制造业,Other manufacturing industries
603629,工业,金属制品业,金属制品业,Metal product industry
603630,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603633,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603636,公用事业,计算机应用服务业,软件和信息技术服务业,Computer application services
603637,房地产,土木工程建筑业,土木工程建筑业,Civil engineering construction industry
603638,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603639,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603648,公用事业,其他社会服务业,商务服务业,Other social services
603650,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603655,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
603656,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603657,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
603658,工业,医药制造业,医药制造业,Pharmaceutical industry
603659,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603660,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603661,工业,家具制造业,家具制造业,Furniture manufacturing industry
603662,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
603663,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
603665,工业,纺织业,纺织业,Textile industry
603666,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603667,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603668,工业,食品加工业,农副食品加工业,Food processing industry
603669,工业,医药制造业,医药制造业,Pharmaceutical industry
603676,工业,医药制造业,医药制造业,Pharmaceutical industry
603677,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603678,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603679,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603680,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
603681,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603682,公用事业,其他社会服务业,商务服务业,Other social services
603683,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603685,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603686,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603687,工业,造纸及纸制品业,造纸及纸制品业,Paper making and paper products industry
603688,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
603689,工业,煤气生产和供应业,燃气生产和供应业,Gas production and supply industry
603690,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603693,工业,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,"The production and supply of electricity, steam and hot water"
603696,工业,食品制造业,食品制造业,Food manufacturing industry
603697,工业,食品制造业,食品制造业,Food manufacturing industry
603698,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
603699,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603700,工业,仪器仪表及文化、办公用机械制造业,仪器仪表制造业,"Instrumentation and cultural, office machinery manufacturing"
603701,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603703,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603706,工业,煤气生产和供应业,燃气生产和供应业,Gas production and supply industry
603707,工业,医药制造业,医药制造业,Pharmaceutical industry
603708,商业,零售业,零售业,Retail industry
603709,工业,家具制造业,家具制造业,Furniture manufacturing industry
603711,工业,饮料制造业,酒、饮料和精制茶制造业,Beverage manufacturing industry
603712,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603713,公用事业,交通运输辅助业,装卸搬运和运输代理业,Traffic and transportation auxiliary industry
603716,商业,批发和零售贸易,批发业,Wholesale and retail trade
603717,房地产,土木工程建筑业,土木工程建筑业,Civil engineering construction industry
603718,工业,医药制造业,医药制造业,Pharmaceutical industry
603719,商业,零售业,零售业,Retail industry
603721,公用事业,广播电影电视业,广播、电视、电影和影视录音制作业,"Radio, film and television"
603722,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603725,工业,非金属矿物制品业,非金属矿物制品业,Manufacture of non-metallic mineral products
603726,工业,石油、化学、塑胶、塑料,橡胶和塑料制品业,"Petroleum, chemicals, plastics"
603727,工业,采掘服务业,开采辅助活动,Extractive service industry
603728,工业,电器机械及器材制造业,电气机械及器材制造业,Electrical machinery and equipment manufacturing
603729,公用事业,其他社会服务业,商务服务业,Other social services
603730,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603733,工业,造纸及纸制品业,造纸及纸制品业,Paper making and paper products industry
603737,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603738,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603739,工业,食品制造业,食品制造业,Food manufacturing industry
603755,工业,食品制造业,食品制造业,Food manufacturing industry
603757,工业,普通机械制造业,通用设备制造业,General machinery manufacturing
603758,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603759,公用事业,自来水的生产和供应业,水的生产和供应业,The production and supply of tap water
603766,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
603767,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603768,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603773,工业,信息技术业,计算机、通信和其他电子设备制造业,Information technology industry
603776,公用事业,专业、科研服务业,专业技术服务业,Professional and scientific research services
603777,商业,零售业,零售业,Retail industry
603778,房地产,土木工程建筑业,土木工程建筑业,Civil engineering construction industry
603779,工业,饮料制造业,酒、饮料和精制茶制造业,Beverage manufacturing industry
603786,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603787,工业,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,Transportation equipment manufacturing industry
603788,工业,交通运输设备制造业,汽车制造业,Transportation equipment manufacturing industry
603789,工业,专用设备制造业,专用设备制造业,Special equipment manufacturing
603790,工业,化学原料及化学制品制造业,化学原料及化学制品制造业,Manufacture of raw chemical materials and chemical products
603797,公用事业,其他社会服务业,生态保护和环境治理业,Other social services
